Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA9,MA21,uptrend,upcross,downtrend,downcross
2025-12-24 00:00:00+05:30,1572.699951171875,1575.699951171875,1553.5999755859375,1558.199951171875,8815745,0.0,0.0,1557.022216796875,1552.1761939639136,1,0.0,0,0.0
2025-12-26 00:00:00+05:30,1554.699951171875,1561.0,1554.300048828125,1559.199951171875,2311495,0.0,0.0,1557.3222113715278,1551.6666666666667,1,0.0,0,0.0
2025-12-29 00:00:00+05:30,1554.9000244140625,1558.0999755859375,1543.5999755859375,1545.5999755859375,5972105,0.0,0.0,1556.1444363064236,1550.8190452938989,0,0.0,1,1545.5999755859375
2025-12-30 00:00:00+05:30,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815884,0.0,0.0,1555.8666585286458,1549.5,0,0.0,1,0.0
2025-12-31 00:00:00+05:30,1541.0,1577.0,1541.0,1570.4000244140625,5771830,0.0,0.0,1558.7555474175347,1549.7047642299108,1,1570.4000244140625,0,0.0
2026-01-01 00:00:00+05:30,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6408128,0.0,0.0,1562.2222086588542,1551.0999988374256,1,0.0,0,0.0
2026-01-02 00:00:00+05:30,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6602230,0.0,0.0,1565.2444390190972,1553.6476178850446,1,0.0,0,0.0
2026-01-05 00:00:00+05:30,1593.0,1611.800048828125,1575.300048828125,1578.0999755859375,8704973,0.0,0.0,1565.54443359375,1555.6714274088542,1,0.0,0,0.0
2026-01-06 00:00:00+05:30,1569.0,1569.0,1496.300048828125,1507.5999755859375,27417125,0.0,0.0,1558.5333251953125,1554.0999988374256,0,0.0,1,1507.5999755859375
2026-01-07 00:00:00+05:30,1510.0,1520.0,1498.0,1504.199951171875,11199340,0.0,0.0,1552.5333251953125,1552.2523774646577,0,0.0,1,0.0
2026-01-08 00:00:00+05:30,1500.0,1503.9000244140625,1468.800048828125,1470.5999755859375,16518684,0.0,0.0,1542.6888834635417,1549.4523751395088,0,0.0,1,0.0
2026-01-09 00:00:00+05:30,1465.0,1479.9000244140625,1465.0,1475.300048828125,8335311,0.0,0.0,1534.8777804904514,1546.51904296875,0,0.0,1,0.0
2026-01-12 00:00:00+05:30,1475.300048828125,1485.300048828125,1451.0,1483.199951171875,8883745,0.0,0.0,1528.5888807508682,1543.576183500744,0,0.0,1,0.0
2026-01-13 00:00:00+05:30,1485.0,1485.800048828125,1444.699951171875,1452.800048828125,13499760,0.0,0.0,1515.522216796875,1538.6380905877977,0,0.0,1,0.0
2026-01-14 00:00:00+05:30,1444.0,1467.0,1440.199951171875,1458.800048828125,8321764,0.0,0.0,1502.5444471571182,1534.0,0,0.0,1,0.0
2026-01-15 00:00:00+05:30,1458.800048828125,1458.800048828125,1458.800048828125,1458.800048828125,0,0.0,0.0,1487.7111138237847,1530.0238095238096,0,0.0,1,0.0
2026-01-16 00:00:00+05:30,1458.800048828125,1480.0,1455.0999755859375,1457.9000244140625,17167161,0.0,0.0,1474.3555636935764,1525.904761904762,0,0.0,1,0.0
2026-01-19 00:00:00+05:30,1450.5999755859375,1450.5999755859375,1403.300048828125,1413.5999755859375,20392765,0.0,0.0,1463.9111192491318,1519.6761881510417,0,0.0,1,0.0
2026-01-20 00:00:00+05:30,1410.699951171875,1416.0,1390.0,1394.0,13189498,0.0,0.0,1451.6666802300347,1511.5285702659971,0,0.0,1,0.0
2026-01-21 00:00:00+05:30,1389.5,1412.9000244140625,1373.0,1404.5999755859375,17352720,0.0,0.0,1444.3333468967014,1503.3952346075148,0,0.0,1,0.0
2026-01-22 00:00:00+05:30,1410.0999755859375,1419.5,1395.0,1402.5,15721693,0.0,0.0,1436.2444525824653,1495.3857131231398,0,0.0,1,0.0
2026-01-23 00:00:00+05:30,1401.800048828125,1407.0,1381.0,1386.0999755859375,9837802,0.0,0.0,1425.45556640625,1487.1904761904761,0,0.0,1,0.0
2026-01-27 00:00:00+05:30,1380.0,1391.5999755859375,1368.0,1380.5,26302396,0.0,0.0,1417.4222276475693,1478.6809547061011,0,0.0,1,0.0
2026-01-28 00:00:00+05:30,1385.0,1409.9000244140625,1384.9000244140625,1396.699951171875,11121657,0.0,0.0,1410.522216796875,1471.5904773530506,0,0.0,1,0.0
2026-01-29 00:00:00+05:30,1402.9000244140625,1402.9000244140625,1384.0,1391.0,20846683,0.0,0.0,1402.9888780381943,1464.5047607421875,0,0.0,1,0.0
2026-01-30 00:00:00+05:30,1382.5999755859375,1390.4000244140625,1378.5,1387.800048828125,3882977,0.0,0.0,1395.1999918619792,1455.8095238095239,0,0.0,1,0.0
